Date,AccessorFacade,Audio::PortMIDI,Bailador,Base64,Base64::Native,CSS::Grammar,CompUnit::Util,Compress::Zlib,Compress::Zlib::Raw,Config,Config::TOML,Cookie::Baker,Cro::Core,Cro::HTTP,Crust,DBIish,Data::Dump,DateTime::Format,DateTime::Parse,DateTime::TimeZone,Debugger::UI::CommandLine,Digest,Digest::HMAC,Digest::MD5,Email::Simple,Encode,File::Directory::Tree,File::Find,File::Temp,File::Which,Find::Bundled,HTML::Entity,HTML::Escape,HTML::Parser::XML,HTML::Template,HTTP::Easy,HTTP::Server,HTTP::Server::Async,HTTP::Status,HTTP::Tinyish,HTTP::UserAgent,Hash::Merge,IO::Blob,IO::Capture::Simple,IO::Socket::Async::SSL,IO::Socket::SSL,IRC::Client,JSON::Class,JSON::Fast,JSON::Name,JSON::Pretty,JSON::RPC,JSON::Tiny,JSON::Unmarshal,LWP::Simple,LibraryMake,Linenoise,Lingua::Conjunction,META6,MIME::Base64,NativeHelpers::Array,NativeHelpers::Blob,Net::DNS,OO::Monitors,OpenSSL,PDF,PSGI,Pod::To::HTML,Pod::To::Markdown,Rakudo::Perl6::Parsing,RakudoPrereq,SCGI,SVG,SVG::Plot,Shell::Command,Sparrowdo,String::CRC32,Subset::Helper,Template6,Template::Mojo,Template::Mustache,Term::termios,Terminal::ANSIColor,Test::META,Test::Mock,URI,URI::Encode,UUID,WWW,XML,XML::Class,YAMLish
2017-09-02,NaN,NaN,1.41,2.12,NaN,1.41,NaN,2.12,NaN,NaN,NaN,NaN,NaN,NaN,2.83,3.89,NaN,2.47,NaN,NaN,NaN,4.59,4.95,1.41,NaN,NaN,NaN,7.77,6.36,3.89,NaN,NaN,NaN,NaN,NaN,2.47,1.77,NaN,3.18,2.47,10.25,NaN,1.41,NaN,1.41,5.65,NaN,2.47,15.9,2.12,NaN,NaN,11.66,1.41,3.53,6.36,NaN,NaN,1.77,6.01,2.47,1.41,NaN,2.12,2.83,NaN,2.12,1.41,1.41,NaN,1.41,NaN,1.41,NaN,3.89,4.59,NaN,NaN,1.77,NaN,1.41,NaN,6.71,7.77,NaN,7.42,2.83,1.77,NaN,7.77,NaN,2.83
2017-09-04,NaN,NaN,1.41,2.12,NaN,1.41,NaN,2.12,NaN,NaN,NaN,NaN,NaN,NaN,2.83,3.89,NaN,2.47,NaN,NaN,NaN,4.59,4.95,1.41,NaN,NaN,NaN,7.77,6.36,3.89,NaN,NaN,NaN,NaN,NaN,2.47,1.77,NaN,3.18,2.47,10.25,NaN,1.41,NaN,1.41,5.65,NaN,2.47,15.9,2.12,NaN,NaN,11.66,1.41,3.53,6.36,NaN,NaN,1.77,6.01,2.47,1.41,NaN,2.12,2.83,NaN,2.12,1.41,1.41,NaN,1.41,1.41,1.41,NaN,3.89,4.59,NaN,NaN,1.77,NaN,NaN,NaN,6.71,7.77,NaN,7.42,2.83,1.77,NaN,7.77,NaN,2.83
2017-09-06,NaN,NaN,1.4,2.11,NaN,1.4,NaN,2.11,NaN,NaN,NaN,NaN,NaN,NaN,2.81,3.86,NaN,2.46,NaN,NaN,NaN,4.56,4.91,1.4,NaN,NaN,NaN,7.72,6.32,3.86,NaN,NaN,NaN,NaN,NaN,2.46,1.75,NaN,3.16,2.46,10.18,NaN,1.4,NaN,1.4,5.61,NaN,2.46,15.79,2.11,NaN,NaN,11.58,1.4,3.51,6.32,NaN,NaN,1.75,5.96,2.46,1.4,NaN,2.11,2.81,NaN,2.11,1.4,1.4,NaN,1.4,1.4,1.4,NaN,3.86,4.56,NaN,NaN,1.75,NaN,NaN,NaN,6.67,7.72,NaN,7.37,2.81,1.75,NaN,7.72,NaN,2.81
2017-09-08,NaN,NaN,1.4,2.11,NaN,1.4,NaN,2.11,NaN,NaN,NaN,NaN,NaN,NaN,2.81,3.86,NaN,2.46,NaN,NaN,NaN,4.56,4.91,1.4,NaN,NaN,NaN,7.72,6.32,3.86,NaN,NaN,NaN,NaN,NaN,2.46,1.75,NaN,3.16,2.46,10.18,NaN,1.4,NaN,1.4,5.61,NaN,2.46,15.79,2.11,NaN,NaN,11.58,1.4,3.51,6.32,NaN,NaN,1.75,5.96,2.46,1.4,NaN,2.11,2.81,NaN,2.11,1.4,1.4,NaN,1.4,1.4,1.4,NaN,3.86,4.56,NaN,NaN,1.75,NaN,NaN,NaN,6.67,7.72,NaN,7.37,2.81,1.75,NaN,7.72,NaN,2.81
2017-09-09,NaN,NaN,1.4,2.11,NaN,1.4,NaN,2.11,NaN,NaN,NaN,NaN,NaN,NaN,2.81,3.86,NaN,2.46,NaN,NaN,NaN,4.56,4.91,1.4,NaN,NaN,NaN,7.72,6.32,3.86,NaN,NaN,NaN,NaN,NaN,2.46,1.75,NaN,3.16,2.46,10.18,NaN,1.4,NaN,1.4,5.61,NaN,2.46,15.79,2.11,NaN,NaN,11.58,1.4,3.51,6.32,NaN,NaN,1.75,5.96,2.46,1.4,NaN,2.11,2.81,NaN,2.11,1.4,1.4,NaN,1.4,1.4,1.4,NaN,3.86,4.56,NaN,NaN,1.75,NaN,NaN,NaN,6.67,7.72,NaN,7.37,2.81,1.75,NaN,7.72,NaN,2.81
2017-09-10,NaN,NaN,1.4,2.11,NaN,1.4,NaN,2.11,NaN,NaN,NaN,NaN,NaN,NaN,2.81,3.86,NaN,2.46,NaN,NaN,NaN,4.56,4.91,1.4,NaN,NaN,NaN,7.72,6.32,3.86,NaN,NaN,NaN,NaN,NaN,2.46,1.75,NaN,3.16,2.46,10.18,NaN,1.4,NaN,1.4,5.61,NaN,2.46,15.79,2.11,NaN,NaN,11.58,1.4,3.51,6.32,NaN,NaN,1.75,5.96,2.46,1.4,NaN,2.11,2.81,NaN,2.11,1.4,1.4,NaN,1.4,1.4,1.4,NaN,3.86,4.56,NaN,NaN,1.75,NaN,NaN,NaN,6.67,7.72,NaN,7.37,2.81,1.75,NaN,7.72,NaN,2.81
2017-09-11,NaN,NaN,1.4,2.11,NaN,1.4,NaN,2.11,NaN,NaN,NaN,NaN,NaN,NaN,2.81,3.86,NaN,2.46,NaN,NaN,NaN,4.56,4.91,1.4,NaN,NaN,NaN,7.72,6.32,3.86,NaN,NaN,NaN,NaN,NaN,2.46,1.75,NaN,3.16,2.46,10.18,NaN,1.4,NaN,1.4,5.61,NaN,2.46,15.79,2.11,NaN,NaN,11.58,1.4,3.51,6.32,NaN,NaN,1.75,5.96,2.46,1.4,NaN,2.11,2.81,NaN,2.11,1.4,1.4,NaN,1.4,1.4,1.4,NaN,3.86,4.56,NaN,NaN,1.75,NaN,NaN,NaN,6.67,7.72,NaN,7.37,2.81,1.75,NaN,7.72,NaN,2.81
2017-09-14,NaN,NaN,1.75,2.11,NaN,1.4,NaN,2.11,NaN,NaN,NaN,NaN,NaN,NaN,2.81,3.86,NaN,2.46,NaN,NaN,NaN,4.56,4.91,1.4,NaN,NaN,NaN,7.72,6.32,3.86,NaN,NaN,NaN,NaN,NaN,2.46,1.75,NaN,3.16,2.46,10.18,NaN,1.4,NaN,1.4,5.61,NaN,2.46,16.14,2.11,NaN,NaN,11.58,1.4,3.51,6.32,NaN,NaN,1.75,5.96,2.46,1.4,NaN,2.11,2.81,NaN,2.11,1.4,1.4,NaN,1.4,1.4,1.4,NaN,3.86,4.56,NaN,NaN,1.75,NaN,NaN,NaN,6.67,7.72,NaN,7.37,2.81,1.75,NaN,7.72,NaN,2.81
2017-09-15,NaN,NaN,1.75,2.11,NaN,1.4,NaN,2.11,NaN,NaN,NaN,NaN,NaN,NaN,2.81,3.86,NaN,2.46,NaN,NaN,NaN,4.56,4.91,1.4,NaN,NaN,NaN,7.72,6.32,3.86,NaN,NaN,NaN,NaN,NaN,2.46,1.75,NaN,3.16,2.46,10.18,NaN,1.4,NaN,1.4,5.61,NaN,2.46,16.14,2.11,NaN,NaN,11.93,1.4,3.51,6.32,NaN,NaN,1.75,5.96,2.46,1.4,NaN,2.11,2.81,NaN,2.11,1.4,1.4,NaN,1.4,1.4,1.4,NaN,3.86,4.56,NaN,NaN,1.75,NaN,NaN,NaN,6.67,7.72,NaN,7.37,2.81,1.75,NaN,7.72,NaN,2.81
2017-09-17,NaN,NaN,1.75,2.1,NaN,1.4,NaN,2.1,NaN,NaN,NaN,NaN,1.4,NaN,2.8,3.85,NaN,2.45,NaN,NaN,NaN,4.2,4.9,1.4,NaN,NaN,NaN,7.69,6.29,3.85,NaN,NaN,NaN,NaN,NaN,2.45,1.75,NaN,3.15,2.45,10.14,NaN,1.4,NaN,1.75,5.59,NaN,2.45,16.08,2.1,NaN,NaN,11.89,1.4,3.5,6.64,NaN,NaN,1.75,5.94,2.8,1.4,NaN,2.1,2.8,NaN,2.1,1.4,1.4,NaN,1.4,1.4,NaN,NaN,3.85,4.55,NaN,NaN,1.75,NaN,NaN,NaN,6.64,7.69,NaN,7.34,2.8,1.75,NaN,7.69,NaN,2.8
2017-09-18,NaN,NaN,1.75,2.1,NaN,1.4,NaN,2.1,NaN,NaN,NaN,NaN,1.4,NaN,2.8,3.85,NaN,2.45,NaN,NaN,NaN,4.2,4.9,1.4,NaN,NaN,NaN,7.69,6.29,3.85,NaN,NaN,NaN,NaN,NaN,2.45,1.75,NaN,3.15,2.45,10.14,NaN,1.4,NaN,1.75,5.59,NaN,2.45,16.08,2.1,NaN,NaN,11.89,1.4,3.5,6.64,NaN,NaN,1.75,5.94,2.8,1.4,NaN,2.1,2.8,NaN,2.1,1.4,1.4,NaN,1.4,1.4,NaN,NaN,3.85,4.55,NaN,NaN,1.75,NaN,NaN,NaN,6.64,7.69,NaN,7.34,2.8,1.75,NaN,7.69,NaN,2.8
2017-09-19,NaN,NaN,1.74,2.09,NaN,1.39,NaN,2.09,NaN,NaN,NaN,NaN,1.39,NaN,2.79,3.83,NaN,2.44,NaN,NaN,NaN,4.18,4.88,1.39,NaN,NaN,NaN,7.67,6.27,3.83,NaN,NaN,NaN,NaN,NaN,2.44,1.74,NaN,3.14,2.44,10.1,NaN,1.39,NaN,1.74,5.57,NaN,2.44,16.03,2.09,NaN,NaN,11.85,1.39,3.48,6.62,NaN,NaN,1.74,5.92,2.79,1.39,NaN,2.09,2.79,NaN,2.09,1.39,1.39,NaN,1.39,1.39,NaN,NaN,3.83,4.53,NaN,NaN,1.74,NaN,NaN,NaN,6.62,7.67,NaN,7.32,2.79,1.74,NaN,7.67,NaN,2.79
2017-09-20,NaN,NaN,1.74,2.09,NaN,1.39,NaN,2.09,NaN,NaN,NaN,NaN,1.39,NaN,2.79,3.83,NaN,2.44,NaN,NaN,NaN,4.18,4.88,1.39,NaN,NaN,NaN,7.67,6.27,3.83,NaN,NaN,NaN,NaN,NaN,2.44,1.74,NaN,3.14,2.44,10.1,NaN,1.39,NaN,1.74,5.57,NaN,2.44,16.03,2.09,NaN,NaN,11.85,1.39,3.48,6.62,NaN,NaN,1.74,5.92,2.79,1.39,NaN,2.09,2.79,NaN,2.09,1.39,1.39,NaN,1.39,1.39,NaN,NaN,3.83,4.53,NaN,NaN,1.74,NaN,NaN,NaN,6.62,7.67,NaN,7.32,2.79,1.74,NaN,7.67,NaN,2.79
2017-09-30,NaN,NaN,1.74,2.09,NaN,1.39,NaN,2.09,NaN,NaN,NaN,NaN,1.39,NaN,2.79,3.83,NaN,2.44,NaN,NaN,NaN,4.18,4.88,1.39,NaN,NaN,NaN,7.67,6.27,3.83,NaN,NaN,NaN,NaN,NaN,2.44,1.74,NaN,3.14,2.44,10.1,NaN,1.39,NaN,1.74,5.57,NaN,2.44,16.03,2.09,NaN,NaN,11.85,1.39,3.48,6.62,NaN,NaN,2.09,5.92,2.79,1.39,NaN,2.09,2.79,NaN,2.09,1.39,1.39,NaN,1.39,1.39,NaN,NaN,3.83,4.53,NaN,NaN,1.74,NaN,NaN,NaN,6.62,7.67,NaN,7.32,2.79,1.74,NaN,7.67,NaN,2.79
2017-10-02,NaN,NaN,1.74,2.09,NaN,1.39,NaN,2.09,NaN,NaN,NaN,NaN,1.39,NaN,2.79,3.83,NaN,2.44,NaN,NaN,NaN,4.18,4.88,NaN,NaN,NaN,NaN,7.67,6.27,3.83,NaN,NaN,NaN,NaN,NaN,2.44,1.74,NaN,3.14,2.44,9.76,NaN,1.39,NaN,1.74,5.57,NaN,2.44,16.03,2.09,NaN,NaN,11.85,1.39,3.48,6.62,NaN,NaN,2.09,5.92,2.79,1.39,NaN,2.09,3.14,NaN,2.09,1.39,1.39,NaN,1.39,1.39,1.39,NaN,3.83,4.53,NaN,NaN,1.74,NaN,NaN,NaN,6.62,7.67,NaN,7.32,2.44,1.74,NaN,7.67,NaN,2.79
2017-10-04,NaN,NaN,1.75,1.75,NaN,1.4,NaN,2.11,NaN,NaN,NaN,NaN,NaN,NaN,2.81,3.86,NaN,2.46,NaN,NaN,NaN,4.21,4.91,NaN,NaN,NaN,NaN,7.72,6.32,3.86,NaN,NaN,NaN,NaN,NaN,2.46,1.75,NaN,3.16,2.46,9.82,NaN,1.4,NaN,1.4,5.61,NaN,2.46,15.79,2.11,NaN,NaN,11.93,1.4,3.51,6.67,NaN,NaN,2.11,5.96,2.81,1.4,NaN,1.75,3.16,NaN,2.11,1.4,1.4,NaN,1.4,1.4,1.4,NaN,3.86,4.56,NaN,NaN,1.75,NaN,1.4,NaN,6.67,7.72,NaN,7.37,2.46,1.75,NaN,7.72,NaN,2.81
2017-10-06,NaN,NaN,1.75,2.1,NaN,1.4,NaN,2.1,NaN,1.4,NaN,NaN,1.4,NaN,2.8,3.85,NaN,2.45,NaN,NaN,NaN,4.2,4.9,NaN,NaN,NaN,NaN,7.69,6.29,3.85,NaN,NaN,NaN,NaN,NaN,2.45,1.75,NaN,3.15,2.45,9.79,NaN,1.4,NaN,1.75,5.59,NaN,2.45,16.08,2.1,NaN,NaN,11.89,1.4,3.5,6.64,NaN,NaN,1.75,5.94,2.8,1.4,NaN,2.1,3.15,NaN,2.1,1.4,1.4,NaN,1.4,1.4,NaN,NaN,3.85,4.55,NaN,NaN,1.75,NaN,NaN,NaN,6.64,7.69,NaN,7.34,2.45,1.75,NaN,7.69,NaN,2.8
2017-10-08,NaN,NaN,1.41,2.11,NaN,1.41,NaN,2.11,NaN,NaN,NaN,NaN,1.41,NaN,2.82,3.87,NaN,2.46,NaN,NaN,NaN,4.23,4.93,NaN,NaN,NaN,NaN,7.75,6.34,3.87,NaN,NaN,NaN,NaN,NaN,2.46,1.76,NaN,3.17,2.46,9.86,NaN,1.41,NaN,1.76,5.63,NaN,2.46,NaN,2.11,NaN,NaN,11.97,1.41,3.52,6.69,NaN,NaN,1.76,5.99,2.82,1.41,NaN,2.11,3.17,NaN,2.11,1.41,1.41,NaN,1.41,1.41,1.41,NaN,3.87,4.58,NaN,NaN,1.76,NaN,1.41,NaN,6.69,7.75,NaN,7.39,2.46,1.76,NaN,7.75,NaN,2.46
2017-10-09,NaN,NaN,1.41,2.11,NaN,1.41,NaN,2.11,NaN,NaN,NaN,NaN,1.41,NaN,2.82,3.87,NaN,2.46,NaN,NaN,NaN,4.23,4.93,NaN,NaN,NaN,NaN,7.75,6.34,3.87,NaN,NaN,NaN,NaN,NaN,2.46,1.76,NaN,3.17,2.46,9.86,NaN,1.41,NaN,1.76,5.63,NaN,2.46,NaN,2.11,NaN,NaN,11.97,1.41,3.52,6.69,NaN,NaN,1.76,5.99,2.82,1.41,NaN,2.11,3.17,NaN,2.11,1.41,1.41,NaN,1.41,1.41,1.41,NaN,3.87,4.58,NaN,NaN,1.76,NaN,1.41,NaN,6.69,7.75,NaN,7.39,2.46,1.76,NaN,7.75,NaN,2.46
2017-10-10,NaN,NaN,1.41,2.11,NaN,1.41,NaN,2.11,NaN,NaN,NaN,NaN,1.41,NaN,2.82,3.87,NaN,2.46,NaN,NaN,NaN,4.23,4.93,NaN,NaN,NaN,NaN,7.75,6.34,3.87,NaN,NaN,NaN,NaN,NaN,2.46,1.76,NaN,3.17,2.46,9.86,NaN,1.41,NaN,1.76,5.63,NaN,2.46,NaN,2.11,NaN,NaN,11.97,1.41,3.52,6.69,NaN,NaN,1.76,5.99,2.82,1.41,NaN,2.11,3.17,NaN,2.11,1.41,1.41,NaN,1.41,1.41,1.41,NaN,3.87,4.58,NaN,NaN,1.76,NaN,1.41,NaN,6.69,7.75,NaN,7.39,2.46,1.76,NaN,7.75,NaN,2.46
2017-10-11,NaN,NaN,1.41,2.11,NaN,1.41,NaN,2.11,NaN,NaN,NaN,NaN,1.41,NaN,2.82,3.87,NaN,2.46,NaN,NaN,NaN,4.23,4.93,NaN,NaN,NaN,NaN,7.75,6.34,3.87,NaN,NaN,NaN,NaN,NaN,2.46,1.76,NaN,3.17,2.46,9.86,NaN,1.41,NaN,1.76,5.63,NaN,2.46,NaN,2.11,NaN,NaN,11.97,1.41,3.52,6.69,NaN,NaN,1.76,5.99,2.82,1.41,NaN,2.11,3.17,NaN,2.11,1.41,1.41,NaN,1.41,1.41,1.41,NaN,3.87,4.58,NaN,NaN,1.76,NaN,1.41,NaN,6.69,7.75,NaN,7.39,2.46,1.76,NaN,7.75,NaN,2.46
2017-10-16,NaN,NaN,1.41,2.12,NaN,1.41,NaN,2.12,NaN,NaN,NaN,NaN,1.41,NaN,2.83,3.89,NaN,2.47,NaN,NaN,NaN,4.24,4.95,NaN,NaN,NaN,NaN,7.77,6.36,3.89,NaN,NaN,NaN,NaN,NaN,2.47,1.77,NaN,3.18,2.47,9.89,NaN,1.41,NaN,1.77,5.65,NaN,2.47,NaN,2.12,NaN,NaN,12.01,1.41,3.53,6.71,NaN,NaN,1.77,6.01,2.83,1.41,NaN,2.12,3.18,NaN,2.12,1.41,1.41,NaN,1.41,1.41,1.41,NaN,3.89,4.59,NaN,NaN,1.77,NaN,1.41,NaN,6.71,7.77,NaN,7.42,2.47,1.77,NaN,7.77,NaN,2.47
2017-10-17,NaN,NaN,1.72,2.07,NaN,1.38,NaN,2.07,NaN,1.72,NaN,NaN,1.38,NaN,2.76,3.79,NaN,2.41,NaN,NaN,NaN,4.14,4.83,NaN,NaN,NaN,NaN,7.59,6.55,3.79,NaN,NaN,NaN,NaN,NaN,2.41,1.72,NaN,3.1,2.41,10,NaN,1.38,NaN,1.72,5.52,NaN,2.41,16.21,2.07,NaN,NaN,11.72,1.38,3.45,6.55,NaN,NaN,2.07,5.86,2.76,1.38,NaN,2.41,3.1,NaN,2.07,1.38,1.38,NaN,NaN,1.38,NaN,NaN,3.79,4.48,NaN,NaN,1.72,NaN,1.72,NaN,6.55,7.59,NaN,7.24,2.76,1.72,NaN,7.59,NaN,2.76
2017-10-18,NaN,NaN,1.72,2.06,NaN,1.37,NaN,2.06,NaN,2.06,NaN,NaN,1.37,NaN,2.75,3.78,NaN,2.41,NaN,NaN,NaN,4.12,4.81,NaN,NaN,NaN,NaN,7.56,6.87,3.78,NaN,NaN,NaN,NaN,NaN,2.41,1.72,NaN,3.09,2.41,9.97,NaN,1.37,NaN,1.72,5.5,NaN,2.41,16.49,2.06,NaN,NaN,11.68,1.37,3.44,6.53,NaN,NaN,2.06,6.19,2.75,1.37,NaN,2.41,3.09,NaN,2.06,1.37,1.37,NaN,NaN,1.37,NaN,NaN,3.78,4.81,NaN,NaN,1.72,NaN,2.06,NaN,6.53,7.9,NaN,7.22,2.75,1.72,NaN,7.56,NaN,2.75
2017-10-20,NaN,NaN,1.72,2.06,NaN,1.37,NaN,2.06,NaN,2.06,NaN,NaN,1.37,NaN,2.75,4.12,NaN,2.41,NaN,NaN,NaN,4.12,4.81,NaN,NaN,NaN,NaN,7.56,6.87,3.78,NaN,NaN,NaN,NaN,NaN,2.41,1.72,NaN,3.09,2.41,9.97,NaN,1.37,NaN,1.72,5.5,NaN,2.41,16.49,2.06,NaN,NaN,11.68,1.37,3.44,6.53,NaN,NaN,2.06,6.19,2.75,1.37,NaN,2.75,3.09,NaN,2.06,1.37,1.37,NaN,NaN,1.37,NaN,NaN,3.78,4.81,NaN,NaN,1.72,NaN,2.06,NaN,6.87,7.9,NaN,7.22,2.75,1.72,NaN,7.56,NaN,2.75
2017-10-21,NaN,NaN,1.72,2.06,NaN,1.37,NaN,2.06,NaN,2.06,NaN,NaN,1.37,NaN,2.75,4.12,NaN,2.41,NaN,NaN,NaN,4.12,4.81,NaN,NaN,NaN,NaN,7.56,6.87,3.78,NaN,NaN,NaN,NaN,NaN,2.41,1.72,NaN,3.09,2.41,9.97,NaN,1.37,NaN,1.72,5.5,NaN,2.41,16.49,2.06,NaN,NaN,11.68,1.37,3.44,6.53,NaN,NaN,2.06,6.19,2.75,1.37,NaN,2.75,3.09,NaN,2.06,1.37,1.37,NaN,NaN,1.37,NaN,NaN,3.78,4.81,NaN,NaN,1.72,NaN,1.72,NaN,6.87,7.9,NaN,7.22,2.75,1.72,NaN,7.56,NaN,2.75
2017-10-22,NaN,NaN,1.72,2.41,NaN,1.72,NaN,2.41,NaN,2.06,NaN,NaN,1.37,NaN,2.75,4.12,NaN,2.75,NaN,NaN,NaN,4.47,5.15,NaN,NaN,NaN,NaN,7.56,7.22,4.12,NaN,NaN,NaN,NaN,NaN,2.41,1.72,NaN,3.09,2.41,9.97,NaN,1.37,NaN,1.72,5.5,NaN,2.41,16.49,2.06,NaN,NaN,11.68,1.37,3.44,6.53,NaN,NaN,2.06,6.19,2.75,1.37,NaN,2.75,3.44,NaN,2.06,1.37,1.72,NaN,NaN,1.72,NaN,NaN,3.78,5.15,NaN,NaN,1.72,NaN,1.72,NaN,6.87,7.9,NaN,7.22,3.09,2.06,NaN,7.56,NaN,3.09
2017-10-23,NaN,NaN,1.72,2.41,NaN,1.72,NaN,2.41,NaN,2.06,NaN,NaN,1.37,NaN,2.75,4.12,NaN,2.75,NaN,NaN,NaN,4.47,5.15,NaN,NaN,NaN,NaN,7.56,7.22,4.12,NaN,NaN,NaN,NaN,NaN,2.41,1.72,NaN,3.09,2.41,9.97,NaN,1.37,NaN,1.72,5.5,NaN,2.41,16.49,2.06,NaN,NaN,11.68,1.37,3.44,6.53,NaN,NaN,2.06,6.19,2.75,1.37,NaN,2.75,3.44,NaN,2.06,1.37,1.72,NaN,NaN,1.72,NaN,NaN,3.78,5.15,NaN,NaN,1.72,NaN,1.72,NaN,6.87,7.9,NaN,7.22,3.09,2.06,NaN,7.56,NaN,3.09
2017-10-24,NaN,NaN,1.72,2.41,NaN,1.72,NaN,2.41,NaN,2.06,NaN,NaN,1.37,NaN,2.75,4.12,NaN,2.75,NaN,NaN,NaN,4.47,5.15,NaN,NaN,NaN,NaN,7.56,7.22,4.12,NaN,NaN,NaN,NaN,NaN,2.41,1.72,NaN,3.09,2.41,9.97,NaN,1.37,NaN,1.72,5.5,NaN,2.41,16.49,2.06,NaN,NaN,11.68,1.37,3.44,6.53,NaN,NaN,2.06,6.19,2.75,1.37,NaN,2.75,3.44,NaN,2.06,1.37,1.72,NaN,NaN,1.72,NaN,NaN,3.78,5.15,NaN,NaN,1.72,NaN,1.72,NaN,6.87,7.9,NaN,7.22,3.09,2.06,NaN,7.56,NaN,3.09
2017-10-25,NaN,NaN,1.72,2.41,NaN,1.72,NaN,2.41,NaN,2.06,NaN,NaN,1.37,NaN,2.75,4.12,NaN,2.75,NaN,NaN,NaN,4.47,5.15,NaN,NaN,NaN,NaN,7.56,7.22,4.12,NaN,NaN,NaN,NaN,NaN,2.41,1.72,NaN,3.09,2.41,9.97,NaN,1.37,NaN,1.72,5.5,NaN,2.41,16.49,2.06,NaN,NaN,11.68,1.37,3.44,6.53,NaN,NaN,2.06,6.19,2.75,1.37,NaN,2.75,3.44,NaN,2.06,1.37,1.72,NaN,NaN,1.72,NaN,NaN,3.78,5.15,NaN,NaN,1.72,NaN,1.72,NaN,6.87,7.9,NaN,7.22,3.09,2.06,NaN,7.56,NaN,3.09
2017-10-26,NaN,NaN,1.72,2.41,NaN,1.72,NaN,2.41,NaN,2.06,NaN,NaN,1.37,NaN,2.75,4.12,NaN,2.75,NaN,NaN,NaN,4.47,5.15,NaN,NaN,NaN,NaN,7.56,7.22,4.12,NaN,NaN,NaN,NaN,NaN,2.41,1.72,NaN,3.09,2.41,9.97,NaN,1.37,NaN,1.72,5.5,NaN,2.41,16.49,2.06,NaN,NaN,11.68,1.37,3.44,6.53,NaN,NaN,2.06,6.19,2.75,1.37,NaN,2.75,3.44,NaN,2.06,1.37,1.72,NaN,NaN,1.72,NaN,NaN,3.78,5.15,NaN,NaN,1.72,NaN,1.72,NaN,6.87,7.9,NaN,7.22,3.09,2.06,NaN,7.56,NaN,3.09
2017-10-28,NaN,NaN,1.73,2.42,NaN,1.73,NaN,2.42,NaN,2.08,NaN,NaN,1.38,NaN,2.77,4.15,NaN,2.77,NaN,NaN,NaN,4.5,5.19,NaN,NaN,NaN,NaN,7.61,7.27,4.15,NaN,NaN,NaN,NaN,NaN,2.42,1.73,NaN,3.11,2.42,10.03,NaN,1.38,NaN,1.73,5.54,NaN,2.42,16.61,2.08,NaN,NaN,11.76,1.38,3.46,6.57,NaN,NaN,2.08,6.23,2.77,1.38,NaN,2.77,3.46,NaN,2.08,1.38,1.73,NaN,NaN,1.73,NaN,NaN,3.81,5.19,NaN,NaN,1.73,NaN,1.73,NaN,6.92,7.96,NaN,7.27,3.11,2.08,NaN,7.61,NaN,3.11
2017-10-29,NaN,NaN,1.73,2.42,NaN,1.73,NaN,2.42,NaN,2.08,NaN,NaN,1.38,NaN,2.77,4.15,NaN,2.77,NaN,NaN,NaN,4.5,5.19,NaN,NaN,NaN,NaN,7.61,7.27,4.15,NaN,NaN,NaN,NaN,NaN,2.42,1.73,NaN,3.11,2.42,10.03,NaN,1.38,NaN,1.73,5.54,NaN,2.42,16.61,2.08,NaN,NaN,11.76,1.38,3.46,6.57,NaN,NaN,2.08,6.23,2.77,1.38,NaN,2.77,3.46,NaN,2.08,1.38,1.73,NaN,NaN,1.73,NaN,NaN,3.81,5.19,NaN,NaN,1.73,NaN,1.73,NaN,6.92,7.96,NaN,7.27,3.11,2.08,NaN,7.61,NaN,3.11
2017-10-30,NaN,NaN,1.73,2.42,NaN,1.73,NaN,2.42,NaN,2.08,NaN,NaN,1.38,NaN,2.77,4.15,NaN,2.77,NaN,NaN,NaN,4.5,5.19,NaN,NaN,NaN,NaN,7.61,7.27,4.15,NaN,NaN,NaN,NaN,NaN,2.42,1.73,NaN,3.11,2.42,10.03,NaN,1.38,NaN,1.73,5.54,NaN,2.42,16.61,2.08,NaN,NaN,11.76,1.38,3.46,6.57,NaN,NaN,2.08,6.23,2.77,1.38,NaN,2.77,3.46,NaN,2.08,1.38,1.73,NaN,NaN,1.73,NaN,NaN,3.81,5.19,NaN,NaN,1.73,NaN,1.73,NaN,6.92,7.96,NaN,7.27,3.11,2.08,NaN,7.61,NaN,3.11
2017-10-31,NaN,NaN,1.73,2.42,NaN,1.73,NaN,2.42,NaN,2.08,NaN,NaN,1.38,NaN,2.77,4.15,NaN,2.77,NaN,NaN,NaN,4.5,5.19,NaN,NaN,NaN,NaN,7.61,7.27,4.15,NaN,NaN,NaN,NaN,NaN,2.42,1.73,NaN,3.11,2.42,10.03,NaN,1.38,NaN,1.73,5.54,NaN,2.42,16.61,2.08,NaN,NaN,11.76,1.38,3.46,6.57,NaN,NaN,2.08,6.23,2.77,1.38,NaN,2.77,3.46,NaN,2.08,1.38,1.73,NaN,NaN,1.73,NaN,NaN,3.81,5.19,NaN,NaN,1.73,NaN,1.73,NaN,6.92,7.96,NaN,7.27,3.11,2.08,NaN,7.61,NaN,3.11
