Date,Apache::LogFormat,Backtrace::AsHTML,Bailador,Base64,CSS::Grammar,Compress::Zlib,Compress::Zlib::Raw,Config::INI,Config::Simple,Cookie::Baker,Crust,DBIish,Data::Dump,DateTime::Format,DateTime::Parse,Digest,Digest::HMAC,Digest::MD5,Email::Simple,Encode,File::Directory::Tree,File::Find,File::Temp,File::Which,Find::Bundled,Flower,Getopt::Tiny,HTML::Entity,HTML::Escape,HTML::Template,HTTP::Easy,HTTP::HPACK,HTTP::MultiPartParser,HTTP::Parser,HTTP::Request::Supply,HTTP::Server,HTTP::Server::Tiny,HTTP::Status,HTTP::Tinyish,HTTP::UserAgent,Hash::MultiValue,IO::Blob,IO::Capture::Simple,IO::Socket::Async::SSL,IO::Socket::SSL,JSON::Class,JSON::Fast,JSON::Marshal,JSON::Name,JSON::Pretty,JSON::Tiny,JSON::Unmarshal,LWP::Simple,LibraryMake,Linenoise,META6,MIME::Base64,Native::Resources,NativeHelpers::Array,NativeHelpers::Blob,Netstring,OO::Monitors,OpenSSL,PSGI,Pod::Coverage,RakudoPrereq,SVG,Shell::Command,Sparrowdo,Template6,Template::Mojo,Template::Mustache,Terminal::ANSIColor,Test::META,URI,URI::Encode,UUID,XML,XML::Writer,YAMLish
2018-01-04,NaN,NaN,NaN,4.97,NaN,4.64,4.97,6.62,6.29,NaN,NaN,5.3,7.28,6.62,15.56,11.26,8.28,NaN,NaN,15.89,27.15,11.59,26.49,8.61,NaN,NaN,NaN,NaN,13.25,NaN,7.62,4.3,5.63,3.64,NaN,NaN,NaN,23.84,NaN,15.23,NaN,4.64,NaN,NaN,10.26,14.57,38.41,15.23,16.56,7.62,19.21,15.56,5.3,11.92,NaN,11.92,29.47,NaN,NaN,6.29,NaN,3.97,18.21,9.6,NaN,NaN,NaN,3.64,5.96,NaN,3.97,4.64,15.23,10.6,31.79,9.27,NaN,10.6,NaN,4.97
2018-01-05,NaN,NaN,NaN,4.95,NaN,4.62,4.95,6.6,6.27,NaN,NaN,5.28,7.26,6.6,15.51,11.22,8.25,NaN,NaN,15.84,27.39,11.55,26.73,8.91,NaN,NaN,NaN,NaN,13.2,NaN,7.59,4.29,5.61,3.63,NaN,NaN,NaN,23.76,NaN,15.18,NaN,4.62,NaN,NaN,10.23,14.52,38.61,15.18,16.5,7.59,19.14,15.51,5.28,11.88,NaN,11.88,29.7,NaN,NaN,6.27,NaN,3.96,18.15,9.57,NaN,NaN,NaN,3.63,5.94,NaN,3.96,4.95,15.18,10.56,31.68,9.24,NaN,10.56,NaN,4.95
2018-01-06,NaN,NaN,NaN,4.95,NaN,4.62,4.95,6.6,6.27,NaN,NaN,5.28,7.26,6.6,15.51,11.22,8.25,NaN,NaN,15.84,27.39,11.55,26.73,8.91,NaN,NaN,NaN,NaN,13.2,NaN,7.59,4.29,5.61,3.63,NaN,NaN,NaN,23.76,NaN,15.18,NaN,4.62,NaN,NaN,10.23,14.52,38.61,15.18,16.5,7.59,19.14,15.51,5.28,11.88,NaN,11.88,29.7,NaN,NaN,6.27,NaN,3.96,18.15,9.57,NaN,NaN,NaN,3.63,5.94,NaN,3.96,4.95,15.18,10.56,31.68,9.24,NaN,10.56,NaN,4.95
2018-01-07,NaN,NaN,NaN,4.95,NaN,4.62,4.95,6.6,6.27,NaN,NaN,5.28,7.26,6.6,15.51,11.22,8.25,NaN,NaN,15.84,27.72,11.88,27.06,8.91,NaN,NaN,NaN,NaN,13.2,NaN,7.59,4.29,5.61,3.63,NaN,NaN,NaN,23.76,NaN,15.18,NaN,4.62,NaN,NaN,10.23,14.52,39.27,15.18,16.5,7.59,19.14,15.51,5.28,11.88,NaN,11.88,30.03,NaN,NaN,6.27,NaN,3.96,18.15,9.57,NaN,NaN,NaN,3.63,5.94,NaN,3.96,4.95,15.18,10.56,31.68,9.24,NaN,10.56,NaN,5.28
2018-01-08,NaN,NaN,NaN,4.95,NaN,4.62,4.95,6.6,6.27,NaN,NaN,5.28,7.26,6.6,15.51,11.22,8.25,NaN,NaN,15.84,27.72,11.88,27.06,8.91,NaN,NaN,NaN,NaN,13.2,NaN,7.59,4.29,5.61,3.63,NaN,NaN,NaN,23.76,NaN,15.18,NaN,4.62,NaN,NaN,10.23,14.52,39.27,15.18,16.5,7.59,19.14,15.51,5.28,11.88,NaN,11.88,30.03,NaN,NaN,6.27,NaN,3.96,18.15,9.57,NaN,NaN,NaN,3.63,5.94,NaN,3.96,4.95,15.18,10.56,31.68,9.24,NaN,10.56,NaN,5.28
2018-01-09,NaN,NaN,NaN,4.95,NaN,4.62,4.95,6.6,6.27,NaN,NaN,5.28,7.26,6.6,15.51,11.22,8.25,NaN,NaN,15.84,27.72,11.88,27.06,8.91,NaN,NaN,NaN,NaN,13.2,NaN,7.59,4.29,5.61,3.63,NaN,NaN,NaN,23.76,NaN,15.18,NaN,4.62,NaN,NaN,10.23,14.52,39.27,15.18,16.5,7.59,19.14,15.51,5.28,11.88,NaN,11.88,30.03,NaN,NaN,6.27,NaN,3.96,18.15,9.57,NaN,NaN,NaN,3.63,5.94,NaN,3.96,4.95,15.18,10.56,31.68,9.24,NaN,10.56,NaN,5.28
2018-01-10,NaN,NaN,NaN,4.95,NaN,4.62,4.95,6.6,6.27,NaN,NaN,5.28,7.26,6.6,15.51,11.22,8.25,NaN,NaN,15.84,27.72,11.88,27.06,8.91,NaN,NaN,NaN,NaN,13.53,NaN,7.59,4.29,5.61,3.63,NaN,NaN,NaN,23.76,NaN,15.18,NaN,4.62,NaN,NaN,10.23,14.52,39.27,15.18,16.5,7.59,19.14,15.51,5.28,11.88,NaN,11.88,30.03,NaN,NaN,6.27,NaN,3.96,18.15,9.57,NaN,NaN,NaN,3.63,5.94,NaN,3.96,4.95,15.18,10.56,31.68,9.24,NaN,10.56,NaN,5.28
2018-01-11,NaN,NaN,NaN,4.95,NaN,4.62,4.95,6.6,6.27,NaN,NaN,5.28,7.26,6.6,15.51,11.22,8.25,NaN,NaN,15.84,27.72,11.88,27.06,8.91,NaN,NaN,NaN,NaN,13.53,NaN,7.59,4.29,5.61,3.63,NaN,NaN,NaN,23.76,NaN,15.18,NaN,4.62,NaN,NaN,10.23,14.52,39.27,15.18,16.5,7.59,19.14,15.51,5.28,11.88,NaN,11.88,30.03,NaN,NaN,6.27,NaN,3.96,18.15,9.57,NaN,NaN,NaN,3.63,5.94,NaN,3.96,4.95,15.18,10.56,31.68,9.24,NaN,10.56,NaN,5.28
2018-01-12,NaN,NaN,NaN,4.95,NaN,4.62,4.95,6.6,6.27,NaN,NaN,5.28,7.26,6.6,15.51,11.22,8.25,NaN,NaN,15.84,27.72,11.88,27.06,8.91,NaN,NaN,NaN,NaN,13.53,NaN,7.59,4.29,5.61,3.63,NaN,NaN,NaN,23.76,NaN,15.18,NaN,4.62,NaN,NaN,10.23,14.52,39.27,15.18,16.5,7.59,19.14,15.51,5.28,11.88,NaN,11.88,30.03,NaN,NaN,6.27,NaN,3.96,18.15,9.57,NaN,NaN,NaN,3.63,5.94,NaN,3.96,4.95,15.18,10.56,31.68,9.24,NaN,10.56,NaN,5.28
2018-01-13,NaN,NaN,NaN,4.95,NaN,4.62,4.95,6.6,6.27,NaN,NaN,5.28,7.26,6.6,15.51,11.22,8.25,NaN,NaN,15.84,27.72,11.88,27.06,8.91,NaN,NaN,NaN,NaN,13.53,NaN,7.59,4.29,5.61,3.63,NaN,NaN,NaN,23.76,NaN,15.18,NaN,4.62,NaN,NaN,10.23,14.52,39.27,15.18,16.5,7.59,19.14,15.51,5.28,11.88,NaN,11.88,30.03,NaN,NaN,6.27,NaN,3.96,18.15,9.57,NaN,NaN,NaN,3.63,5.94,NaN,3.96,4.95,15.18,10.56,31.68,9.24,NaN,10.56,NaN,5.28
2018-01-14,NaN,NaN,NaN,4.95,NaN,4.62,4.95,6.6,6.27,NaN,NaN,5.28,7.26,6.6,15.51,11.22,8.25,NaN,NaN,15.84,27.72,11.88,27.06,8.91,NaN,NaN,NaN,NaN,13.53,NaN,7.59,4.29,5.61,3.63,NaN,NaN,NaN,23.76,NaN,15.18,NaN,4.62,NaN,NaN,10.23,14.52,39.27,15.18,16.5,7.59,19.14,15.51,5.28,11.88,NaN,11.88,30.03,NaN,NaN,6.27,NaN,3.96,18.15,9.57,NaN,NaN,NaN,3.63,5.94,NaN,3.96,4.95,15.18,10.56,31.68,9.24,NaN,10.56,NaN,5.28
2018-01-15,NaN,NaN,NaN,4.95,NaN,4.62,4.95,6.6,6.27,NaN,NaN,5.28,7.26,6.6,15.51,11.22,8.25,NaN,NaN,15.84,27.72,11.88,27.06,8.91,NaN,NaN,NaN,NaN,13.53,NaN,7.59,4.29,5.61,3.63,NaN,NaN,NaN,23.76,NaN,15.18,NaN,4.62,NaN,NaN,10.23,14.52,39.27,15.18,16.5,7.59,19.14,15.51,5.28,11.88,NaN,11.88,30.03,NaN,NaN,6.27,NaN,3.96,18.15,9.57,NaN,NaN,NaN,3.63,5.94,NaN,3.96,4.95,15.18,10.56,31.68,9.24,NaN,10.56,NaN,5.28
2018-01-16,NaN,NaN,NaN,4.93,NaN,4.61,4.93,6.58,6.25,NaN,NaN,5.26,7.24,6.58,15.46,11.18,8.22,NaN,NaN,15.79,27.63,11.84,26.97,8.88,NaN,NaN,NaN,NaN,13.49,NaN,7.57,4.28,5.59,3.62,NaN,NaN,NaN,23.68,NaN,15.13,NaN,4.61,NaN,NaN,10.2,14.47,39.14,15.13,16.45,7.57,19.08,15.46,5.26,11.84,NaN,11.84,29.93,NaN,NaN,6.25,NaN,3.95,18.09,9.54,NaN,NaN,NaN,3.62,5.92,NaN,3.95,4.93,15.13,10.53,31.58,9.21,NaN,10.53,NaN,5.26
2018-01-17,NaN,NaN,NaN,4.93,NaN,4.61,4.93,6.58,6.25,NaN,NaN,5.26,7.24,6.58,15.46,11.18,8.22,NaN,NaN,15.79,27.63,11.84,26.97,8.88,NaN,NaN,NaN,NaN,13.49,NaN,7.57,4.28,5.59,3.62,NaN,NaN,NaN,23.68,NaN,15.13,NaN,4.61,NaN,NaN,10.2,14.47,39.14,15.13,16.45,7.57,19.08,15.46,5.26,11.84,NaN,11.84,29.93,NaN,NaN,6.25,NaN,3.95,18.09,9.54,NaN,NaN,NaN,3.62,5.92,NaN,3.95,4.93,15.13,10.53,31.58,9.21,NaN,10.53,NaN,5.26
2018-01-18,NaN,NaN,NaN,4.93,NaN,4.61,4.93,6.58,6.25,NaN,NaN,5.26,7.24,6.58,15.46,11.18,8.22,NaN,NaN,15.79,27.63,11.84,26.97,8.88,NaN,NaN,NaN,NaN,13.49,NaN,7.57,4.28,5.59,3.62,NaN,NaN,NaN,23.68,NaN,15.13,NaN,4.61,NaN,NaN,10.2,14.47,39.14,15.13,16.45,7.57,19.08,15.46,5.26,11.84,NaN,11.84,29.93,NaN,NaN,6.25,NaN,3.95,18.09,9.54,NaN,NaN,NaN,3.62,5.92,NaN,3.95,4.93,15.13,10.53,31.58,9.21,NaN,10.53,NaN,5.26
2018-01-19,NaN,NaN,NaN,4.93,NaN,4.61,4.93,6.58,6.25,NaN,NaN,5.26,7.24,6.58,15.46,11.18,8.22,NaN,NaN,15.79,27.63,11.84,26.97,8.88,NaN,NaN,NaN,NaN,13.49,NaN,7.57,4.28,5.59,3.62,NaN,NaN,NaN,23.68,NaN,15.13,NaN,4.61,NaN,NaN,10.2,14.47,39.14,15.13,16.45,7.57,19.08,15.46,5.26,11.84,NaN,11.84,29.93,NaN,NaN,6.25,NaN,3.95,18.09,9.54,NaN,NaN,NaN,3.62,5.92,NaN,3.95,4.93,15.13,10.53,31.58,9.21,NaN,10.53,NaN,5.26
2018-01-20,NaN,NaN,NaN,4.93,NaN,4.61,4.93,6.58,6.25,NaN,NaN,5.26,7.24,6.58,15.46,11.18,8.22,NaN,NaN,15.79,27.63,11.84,26.97,8.88,NaN,NaN,NaN,NaN,13.49,NaN,7.57,4.28,5.59,3.62,NaN,NaN,NaN,23.68,NaN,15.13,NaN,4.61,NaN,NaN,10.2,14.47,39.14,15.13,16.45,7.57,19.08,15.46,5.26,11.84,NaN,11.84,29.93,NaN,NaN,6.25,NaN,3.95,18.09,9.54,NaN,NaN,NaN,3.62,5.92,NaN,3.95,4.93,15.13,10.53,31.58,9.21,NaN,10.53,NaN,5.26
2018-01-21,NaN,NaN,NaN,4.92,NaN,4.59,4.92,6.56,6.23,NaN,NaN,5.25,7.21,6.56,15.41,11.15,8.2,NaN,NaN,15.74,27.54,11.8,26.89,8.85,NaN,NaN,NaN,NaN,13.44,NaN,7.54,4.26,5.57,3.61,NaN,NaN,NaN,23.61,NaN,15.08,NaN,4.59,NaN,NaN,10.16,14.43,39.02,15.08,16.39,7.54,19.02,15.41,5.25,11.8,NaN,11.8,29.84,NaN,NaN,6.23,NaN,3.93,18.03,9.51,NaN,NaN,NaN,3.61,5.9,NaN,3.93,4.92,15.08,10.49,31.48,9.18,NaN,10.49,NaN,5.25
2018-01-22,NaN,NaN,NaN,4.92,NaN,4.59,4.92,6.89,6.56,NaN,NaN,5.25,7.54,6.56,15.41,11.15,8.2,NaN,NaN,15.74,27.54,11.8,26.89,8.85,NaN,NaN,NaN,NaN,13.44,NaN,7.54,4.26,5.57,3.61,NaN,NaN,NaN,23.61,NaN,15.08,NaN,4.59,NaN,NaN,10.16,14.43,39.02,15.08,16.39,7.87,19.34,15.41,5.25,11.8,NaN,11.8,29.84,NaN,NaN,6.23,NaN,3.93,18.03,9.51,NaN,NaN,NaN,3.61,6.23,NaN,3.93,4.92,15.41,10.49,31.48,9.18,NaN,10.49,NaN,5.25
2018-01-23,NaN,NaN,NaN,4.93,NaN,4.61,4.93,6.91,6.58,NaN,NaN,5.26,7.57,6.58,15.46,11.18,8.22,NaN,NaN,15.79,27.63,11.84,26.97,8.88,NaN,NaN,NaN,NaN,13.49,NaN,7.57,4.28,5.59,3.62,NaN,NaN,NaN,23.68,NaN,15.13,NaN,4.61,NaN,NaN,10.2,14.47,39.14,15.13,16.45,7.89,19.08,15.46,5.26,11.84,NaN,11.84,29.93,NaN,NaN,6.25,NaN,3.95,18.09,9.54,NaN,NaN,NaN,3.62,6.25,NaN,3.95,4.93,15.46,10.53,31.58,9.21,NaN,10.53,NaN,5.26
2018-01-24,NaN,NaN,NaN,4.9,NaN,4.58,4.9,6.86,6.54,NaN,NaN,5.23,7.52,6.54,NaN,11.11,8.17,NaN,NaN,15.69,27.45,11.76,26.8,9.15,NaN,NaN,NaN,NaN,13.4,NaN,7.52,4.25,5.56,3.59,3.27,NaN,NaN,23.53,NaN,15.03,NaN,4.58,NaN,NaN,10.13,14.38,38.89,15.03,16.34,7.84,18.95,15.36,5.23,11.76,NaN,11.76,29.74,NaN,NaN,6.21,NaN,4.25,17.97,9.48,NaN,NaN,NaN,3.59,6.21,NaN,3.92,4.9,15.36,10.46,31.37,9.15,NaN,10.46,NaN,5.23
2018-01-25,NaN,NaN,NaN,4.9,NaN,4.58,4.9,6.86,6.54,NaN,NaN,5.23,7.52,6.54,NaN,11.11,8.17,NaN,NaN,15.69,27.45,11.76,26.8,9.15,NaN,NaN,NaN,NaN,13.4,NaN,7.52,4.25,5.56,3.59,3.27,NaN,NaN,23.53,NaN,15.03,NaN,4.58,NaN,NaN,10.13,14.38,38.89,15.03,16.34,7.84,18.95,15.36,5.23,11.76,NaN,11.76,29.74,NaN,NaN,6.21,NaN,4.25,17.97,9.48,NaN,NaN,NaN,3.59,6.21,NaN,3.92,4.9,15.36,10.46,31.37,9.15,NaN,10.46,NaN,5.23
2018-01-26,NaN,NaN,NaN,4.89,NaN,4.56,4.89,6.84,6.51,NaN,NaN,5.21,7.49,6.51,15.31,11.07,8.14,NaN,NaN,15.64,27.36,11.73,26.71,9.12,NaN,NaN,NaN,NaN,13.36,NaN,7.49,4.23,5.54,3.58,NaN,NaN,NaN,23.45,NaN,14.98,NaN,4.56,NaN,NaN,10.1,14.33,38.76,14.98,16.29,7.82,19.22,15.31,5.21,11.73,NaN,11.73,29.64,NaN,NaN,6.19,NaN,4.23,17.92,9.45,NaN,NaN,NaN,3.58,6.19,NaN,3.91,4.89,15.31,10.42,31.27,9.12,NaN,10.42,NaN,5.21
2018-01-27,NaN,NaN,NaN,4.56,NaN,4.26,4.56,6.38,6.08,NaN,NaN,4.86,6.99,6.08,14.29,10.33,7.6,NaN,NaN,14.59,25.53,10.94,24.92,8.51,NaN,NaN,NaN,NaN,12.46,NaN,6.99,3.95,5.17,3.34,NaN,NaN,NaN,21.88,NaN,13.98,NaN,4.26,NaN,NaN,9.42,13.37,36.17,13.98,15.2,7.29,17.93,14.29,4.86,10.94,NaN,10.94,27.66,NaN,NaN,5.78,NaN,3.95,16.72,8.81,NaN,NaN,NaN,3.34,5.78,NaN,3.65,4.56,14.29,9.73,29.18,8.51,NaN,9.73,NaN,4.86
2018-01-28,NaN,NaN,NaN,4.56,NaN,4.26,4.56,6.38,6.08,NaN,NaN,4.86,6.99,6.08,14.29,10.33,7.6,NaN,NaN,14.59,25.53,10.94,24.92,8.51,NaN,NaN,NaN,NaN,12.46,NaN,6.99,3.95,5.17,3.34,NaN,NaN,NaN,21.88,NaN,13.98,NaN,4.26,NaN,NaN,9.42,13.37,36.17,13.98,15.2,7.29,17.93,14.29,4.86,10.94,NaN,10.94,27.66,NaN,NaN,5.78,NaN,3.95,16.72,8.81,NaN,NaN,NaN,3.34,5.78,NaN,3.65,4.56,14.29,9.73,29.18,8.51,NaN,9.73,NaN,4.86
2018-01-29,NaN,NaN,NaN,4.55,NaN,4.24,4.55,6.36,6.06,NaN,NaN,4.85,6.97,6.06,14.24,10.3,7.58,NaN,NaN,14.55,25.45,10.91,24.85,8.48,NaN,NaN,NaN,NaN,12.42,NaN,6.97,3.94,5.15,3.33,NaN,NaN,NaN,21.82,NaN,13.94,NaN,4.24,NaN,NaN,9.39,13.33,36.06,13.94,15.15,7.27,17.88,14.24,4.85,10.91,NaN,10.91,27.58,NaN,NaN,5.76,NaN,3.94,16.97,8.79,NaN,NaN,NaN,3.33,5.76,NaN,3.64,4.55,14.24,9.7,29.09,8.48,NaN,9.7,NaN,4.85
2018-01-30,NaN,NaN,NaN,4.52,NaN,4.22,4.52,6.33,6.02,NaN,NaN,4.82,6.93,6.02,14.16,10.24,7.53,NaN,NaN,14.46,25.3,10.84,24.7,8.43,NaN,NaN,NaN,NaN,12.35,NaN,6.93,3.92,5.12,3.31,NaN,NaN,NaN,21.69,NaN,13.86,NaN,4.22,NaN,NaN,9.34,13.25,35.84,13.86,15.06,7.23,17.77,14.16,4.82,10.84,NaN,10.84,27.41,NaN,NaN,5.72,NaN,3.92,16.87,8.73,NaN,NaN,NaN,3.31,5.72,NaN,3.61,4.52,14.16,9.64,28.92,8.43,NaN,9.64,NaN,4.82
2018-01-31,NaN,NaN,NaN,4.5,NaN,4.2,4.5,6.31,6.01,NaN,NaN,4.8,6.91,6.01,14.71,10.21,7.51,NaN,NaN,15.02,25.83,10.81,25.23,8.41,NaN,NaN,NaN,NaN,12.31,NaN,6.91,3.9,5.11,3.3,NaN,NaN,NaN,21.62,NaN,14.41,NaN,4.2,NaN,NaN,9.31,13.21,35.74,13.81,15.02,7.21,17.72,14.11,4.2,10.81,NaN,10.81,27.33,NaN,NaN,5.71,NaN,3.9,16.82,8.71,NaN,NaN,NaN,3.3,5.71,NaN,3.6,4.5,14.11,9.61,28.83,8.41,NaN,9.61,NaN,4.8
2018-02-01,NaN,NaN,NaN,4.5,NaN,4.2,4.5,6.31,6.01,NaN,NaN,4.8,6.91,6.01,14.71,10.21,7.51,NaN,NaN,15.02,25.83,10.81,25.23,8.41,NaN,NaN,NaN,NaN,12.31,NaN,6.91,3.9,5.11,3.3,NaN,NaN,NaN,21.62,NaN,14.41,NaN,4.2,NaN,NaN,9.31,13.21,35.74,13.81,15.02,7.21,17.72,14.11,4.2,10.81,NaN,10.81,27.33,NaN,NaN,5.71,NaN,3.9,16.82,8.71,NaN,NaN,NaN,3.3,5.71,NaN,3.6,4.5,14.11,9.61,28.83,8.41,NaN,9.61,NaN,4.8
2018-02-04,NaN,NaN,NaN,4.46,NaN,4.17,4.46,6.25,5.95,NaN,NaN,4.76,6.85,5.95,14.88,10.12,7.44,NaN,NaN,15.18,25.89,10.71,25.3,8.33,NaN,NaN,NaN,NaN,12.5,NaN,6.85,3.87,5.06,3.27,NaN,NaN,NaN,21.73,NaN,14.58,NaN,4.17,NaN,3.27,9.23,13.1,35.42,13.69,14.88,7.14,17.56,13.99,4.17,10.71,NaN,10.71,27.38,NaN,NaN,5.65,NaN,3.87,16.96,8.63,NaN,NaN,NaN,NaN,5.65,NaN,3.57,4.46,14.29,9.52,28.87,8.33,NaN,9.82,NaN,4.76
2018-02-05,NaN,NaN,NaN,4.45,NaN,4.15,4.45,6.23,5.93,NaN,NaN,4.75,6.82,5.93,14.84,10.09,7.42,NaN,NaN,15.13,25.82,10.68,25.22,8.31,NaN,NaN,NaN,NaN,12.46,NaN,6.82,3.86,5.04,3.26,NaN,NaN,NaN,21.66,NaN,14.54,NaN,4.15,NaN,3.26,9.2,13.06,35.31,13.65,14.84,7.12,17.51,13.95,4.15,10.68,NaN,10.68,27.3,NaN,NaN,5.64,NaN,3.86,16.91,8.61,NaN,NaN,NaN,NaN,5.64,NaN,3.56,4.45,14.54,9.5,28.78,8.31,NaN,9.79,NaN,4.75
2018-02-06,NaN,NaN,NaN,4.71,NaN,4.12,4.41,6.18,5.88,NaN,NaN,4.71,6.76,5.88,14.71,11.18,8.53,NaN,NaN,15,25.59,10.59,25,8.24,NaN,NaN,NaN,NaN,12.35,NaN,6.76,4.12,5,3.24,NaN,NaN,NaN,21.47,NaN,14.41,NaN,4.12,NaN,3.53,9.12,13.53,35.88,14.12,15.29,7.06,17.35,14.41,4.12,10.59,NaN,11.18,27.94,NaN,NaN,5.59,NaN,4.12,17.06,8.53,NaN,NaN,NaN,NaN,5.59,NaN,3.53,4.41,14.41,10,29.12,8.24,NaN,9.71,NaN,4.71
2018-02-08,NaN,NaN,NaN,4.69,NaN,4.11,4.4,6.16,5.87,NaN,NaN,4.69,6.74,5.87,14.66,11.14,8.5,NaN,NaN,14.96,25.51,10.56,24.93,8.21,NaN,NaN,NaN,NaN,12.32,NaN,6.74,4.11,4.99,3.23,NaN,NaN,NaN,21.41,NaN,14.37,NaN,4.11,NaN,3.52,9.38,13.49,35.78,14.08,15.25,7.04,17.6,14.37,4.11,10.56,NaN,11.14,27.86,NaN,NaN,5.57,NaN,4.11,17.01,8.5,NaN,NaN,NaN,NaN,5.57,NaN,3.52,4.4,14.37,9.97,29.03,8.21,NaN,9.68,NaN,4.69
2018-02-09,NaN,NaN,NaN,4.69,NaN,4.11,4.4,6.16,5.87,NaN,NaN,4.69,6.74,5.87,14.66,11.14,8.5,NaN,NaN,14.96,25.51,10.56,24.93,8.21,NaN,NaN,NaN,NaN,12.32,NaN,6.74,4.11,4.99,3.23,NaN,NaN,NaN,21.41,NaN,14.37,NaN,4.11,NaN,3.52,9.38,13.49,35.78,14.08,15.25,7.04,17.6,14.37,4.11,10.56,NaN,11.14,27.86,NaN,NaN,5.57,NaN,4.11,17.01,8.5,NaN,NaN,NaN,NaN,5.57,NaN,3.52,4.4,14.37,9.97,29.03,8.21,NaN,9.68,NaN,4.69
2018-02-10,NaN,NaN,NaN,4.69,NaN,4.11,4.4,6.16,5.87,NaN,NaN,4.69,6.74,5.87,14.66,11.14,8.5,NaN,NaN,14.96,25.51,10.56,24.93,8.21,NaN,NaN,NaN,NaN,12.32,NaN,6.74,4.11,4.99,3.23,NaN,NaN,NaN,21.41,NaN,14.37,NaN,4.11,NaN,3.52,9.38,13.49,35.78,14.08,15.25,7.04,17.6,14.37,4.11,10.56,NaN,11.14,27.86,NaN,NaN,5.57,NaN,4.11,17.01,8.5,NaN,NaN,NaN,NaN,5.57,NaN,3.52,4.4,14.37,9.97,29.03,8.21,NaN,9.68,NaN,4.69
2018-02-12,NaN,NaN,NaN,4.69,NaN,4.11,4.4,6.16,5.87,NaN,NaN,4.69,6.74,5.87,14.66,11.14,8.5,NaN,NaN,14.96,25.51,10.56,24.93,8.21,NaN,NaN,NaN,NaN,12.32,NaN,6.74,4.11,4.99,3.23,NaN,NaN,NaN,21.41,NaN,14.37,NaN,4.11,NaN,3.52,9.38,13.49,35.78,14.08,15.25,7.04,17.6,14.37,4.11,10.56,NaN,11.14,27.86,NaN,NaN,5.57,NaN,4.11,17.01,8.5,NaN,NaN,NaN,NaN,5.57,NaN,3.52,4.4,14.37,9.97,29.03,8.21,NaN,9.68,NaN,4.69
2018-02-13,NaN,NaN,NaN,4.65,NaN,4.07,4.36,6.1,5.81,NaN,NaN,4.65,6.69,5.81,14.53,11.05,8.43,NaN,NaN,14.83,25.29,10.47,24.71,8.14,NaN,NaN,NaN,NaN,12.21,NaN,6.69,4.07,4.94,3.2,NaN,NaN,NaN,21.22,NaN,14.24,NaN,4.07,NaN,3.78,9.3,13.37,35.47,13.95,15.12,6.98,17.73,14.24,4.07,10.76,NaN,11.05,27.62,NaN,NaN,5.52,NaN,4.07,17.15,8.43,NaN,NaN,NaN,NaN,5.52,NaN,3.49,4.36,14.24,9.88,28.78,8.14,NaN,9.59,NaN,4.65
2018-02-14,NaN,NaN,NaN,4.65,NaN,4.07,4.36,6.1,5.81,NaN,NaN,4.65,6.69,5.81,14.53,11.05,8.43,NaN,NaN,14.83,25.29,10.47,24.71,8.14,NaN,NaN,NaN,NaN,12.21,NaN,6.69,4.07,4.94,3.2,NaN,NaN,NaN,21.22,NaN,14.24,NaN,4.07,NaN,3.78,9.3,13.37,35.47,13.95,15.12,6.98,17.73,14.24,4.07,10.76,NaN,11.05,27.62,NaN,NaN,5.52,NaN,4.07,17.15,8.43,NaN,NaN,NaN,NaN,5.52,NaN,3.49,4.36,14.24,9.88,28.78,8.14,NaN,9.59,NaN,4.65
2018-02-15,NaN,NaN,NaN,4.65,NaN,4.07,4.36,6.1,5.81,NaN,NaN,4.65,6.69,5.81,14.53,11.05,8.43,NaN,NaN,14.83,25.29,10.47,24.71,8.14,NaN,NaN,NaN,NaN,12.21,NaN,6.69,4.07,4.94,3.2,NaN,NaN,NaN,21.22,NaN,14.24,NaN,4.07,NaN,3.78,9.3,13.37,35.47,13.95,15.12,6.98,17.73,14.24,4.07,10.76,NaN,11.05,27.62,NaN,NaN,5.52,NaN,4.07,17.15,8.43,NaN,NaN,NaN,NaN,5.52,NaN,3.49,4.36,14.24,9.88,28.78,8.14,NaN,9.59,NaN,4.65
2018-02-16,NaN,NaN,NaN,4.65,NaN,4.07,4.36,6.1,5.81,NaN,NaN,4.65,6.69,5.81,14.53,11.05,8.43,NaN,NaN,14.83,25.29,10.47,24.71,8.14,NaN,NaN,NaN,NaN,12.21,NaN,6.69,4.07,4.94,3.2,NaN,NaN,NaN,21.22,NaN,14.24,NaN,4.07,NaN,3.78,9.3,13.37,35.47,13.95,15.12,6.98,17.73,14.24,4.07,10.76,NaN,11.05,27.62,NaN,NaN,5.52,NaN,4.07,17.15,8.43,NaN,NaN,NaN,NaN,5.52,NaN,3.49,4.36,14.24,9.88,28.78,8.14,NaN,9.59,NaN,4.65
